post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0000215,2025-11-17 09:25:22.954916,Reel,144951,8585,2727,11883,1557873,1966942,1674,20,496,Profile,8.55,Comedy
IG0000216,2025-03-08 09:25:22.954916,Carousel,95489,9666,2221,13985,1112056,1587527,1934,1,746,Profile,7.64,Fashion
IG0000217,2025-03-16 09:25:22.954916,Carousel,187048,9900,1604,7142,1854301,2108304,1319,14,888,Reels Feed,9.76,Beauty
IG0000218,2025-11-19 09:25:22.954916,Carousel,161008,5831,1628,9504,456704,880580,19,27,913,Hashtags,20.21,Technology
IG0000219,2025-02-04 09:25:22.954916,Video,47687,3522,2432,2077,905096,1254398,1061,23,901,Profile,4.44,Travel
IG0000220,2025-08-31 09:25:22.954916,Video,17002,213,931,3129,690476,1100215,2052,26,917,External,1.93,Beauty
IG0000221,2025-02-26 09:25:22.954916,Video,92136,1751,3444,8920,1494580,1565253,1339,12,287,External,6.79,Fashion
IG0000222,2024-12-19 09:25:22.954916,Video,190059,136,4244,5776,1260337,1759702,1546,11,315,Home Feed,11.38,Comedy
IG0000223,2025-02-03 09:25:22.954916,Video,156819,6314,3931,13986,1149339,1283123,947,25,838,Home Feed,14.11,Comedy
IG0000224,2025-08-27 09:25:22.954916,Reel,106362,1345,4313,14738,1849145,2234873,951,2,603,Hashtags,5.67,Travel
IG0000225,2025-02-15 09:25:22.954916,Photo,87679,2931,1901,10807,283104,340186,2036,19,119,Hashtags,30.37,Technology
IG0000226,2024-12-08 09:25:22.954916,Photo,24966,6993,2265,1862,206913,544578,906,20,685,Reels Feed,6.63,Photography
IG0000227,2025-09-17 09:25:22.954916,Video,125561,7385,4450,12743,841452,1271558,229,18,912,Reels Feed,11.81,Food
IG0000228,2024-12-31 09:25:22.954916,Reel,28939,6155,1699,14535,1743810,1890854,1504,12,490,External,2.71,Technology
IG0000229,2025-08-28 09:25:22.954916,Carousel,5206,4879,4862,9252,1184204,1273213,1735,23,201,Profile,1.9,Photography
IG0000230,2025-02-01 09:25:22.954916,Video,17776,9672,3483,4185,1072834,1162430,182,10,257,Explore,3.02,Comedy
IG0000231,2025-03-14 09:25:22.954916,Photo,140389,1279,1949,14280,78466,156198,1784,29,286,Explore,101.09,Fitness
IG0000232,2025-07-16 09:25:22.954916,Reel,56228,1232,2460,6731,1768879,2250137,384,15,727,Reels Feed,2.96,Fashion
IG0000233,2025-04-08 09:25:22.954916,Reel,189961,6761,3641,2828,755311,969037,795,0,724,Profile,20.97,Travel
IG0000234,2025-08-22 09:25:22.954916,Carousel,60897,4713,1533,11780,704763,747324,85,4,773,Home Feed,10.56,Fashion
IG0000235,2025-03-19 09:25:22.954916,Carousel,71870,8847,4244,2301,103912,541006,826,1,766,Hashtags,16.13,Music
IG0000236,2025-02-21 09:25:22.954916,Photo,102580,5303,4897,10822,1850069,2180392,1138,23,273,Profile,5.67,Music
IG0000237,2025-04-27 09:25:22.954916,Reel,80145,3104,4499,2903,717840,1116222,937,27,274,Home Feed,8.12,Technology
IG0000238,2025-11-13 09:25:22.954916,Photo,179827,6380,3471,13410,1535778,1909668,1369,12,193,External,10.63,Comedy
IG0000239,2025-04-15 09:25:22.954916,Photo,44761,3633,2248,11291,154806,387576,661,24,997,Explore,15.98,Comedy
IG0000240,2025-10-21 09:25:22.954916,Carousel,77868,9127,529,304,1600694,1828842,262,22,517,Hashtags,4.8,Food
IG0000241,2025-09-09 09:25:22.954916,Video,12122,6356,4976,13130,1894865,2244309,93,28,671,Profile,1.63,Food
IG0000242,2025-03-19 09:25:22.954916,Carousel,70155,2041,296,4378,1771913,2041859,1181,19,710,Reels Feed,3.76,Food
IG0000243,2025-10-26 09:25:22.954916,Photo,193726,6271,1238,11821,1768189,2217918,5,10,459,Home Feed,9.61,Fitness
IG0000244,2025-05-26 09:25:22.954916,Carousel,78400,2696,3475,400,680736,1022643,1636,28,719,External,8.31,Beauty
IG0000245,2025-11-04 09:25:22.954916,Reel,178319,169,2544,3255,1133193,1234191,1197,29,233,Reels Feed,14.93,Lifestyle
IG0000246,2025-09-27 09:25:22.954916,Video,119398,6020,2494,13687,1910721,2319301,501,27,553,External,6.11,Beauty
IG0000247,2025-04-26 09:25:22.954916,Photo,184300,57,2382,8361,1844709,2243112,1726,11,622,External,8.7,Fashion
IG0000248,2025-03-23 09:25:22.954916,Video,119158,5844,3621,11336,1404703,1703281,2102,2,78,Home Feed,8.22,Beauty
IG0000249,2025-01-30 09:25:22.954916,Reel,115714,7839,2048,10533,56685,392351,557,9,248,External,34.7,Fitness
IG0000250,2025-04-27 09:25:22.954916,Carousel,164844,4175,310,8264,1218302,1624852,2078,5,456,Explore,10.93,Fashion
IG0000251,2025-05-15 09:25:22.954916,Photo,109423,5154,3434,14554,1501415,1969250,1256,9,994,Hashtags,6.73,Beauty
IG0000252,2024-12-13 09:25:22.954916,Reel,7678,9407,2086,1791,911406,967880,135,27,3,Home Feed,2.17,Fitness
IG0000253,2025-06-29 09:25:22.954916,Reel,113555,7633,1720,302,1941541,2289380,1137,24,8,Explore,5.38,Lifestyle
IG0000254,2025-05-27 09:25:22.954916,Video,124148,3857,2062,12036,1615815,2066966,1770,3,797,Home Feed,6.87,Beauty
IG0000255,2025-09-25 09:25:22.954916,Video,88778,5076,2847,7880,389259,859243,1397,10,697,Reels Feed,12.17,Fitness
IG0000256,2025-06-29 09:25:22.954916,Carousel,108946,7023,1141,12308,1366872,1461152,1167,28,346,Profile,8.86,Food
IG0000257,2025-07-28 09:25:22.954916,Reel,126157,5668,4875,1890,1253368,1340140,2190,6,428,Explore,10.34,Comedy
IG0000258,2025-10-30 09:25:22.954916,Carousel,77281,6092,2187,2238,1177127,1346670,1913,15,544,Home Feed,6.52,Food
IG0000259,2024-12-01 09:25:22.954916,Reel,2851,6932,1241,5278,226235,483848,533,10,430,Home Feed,3.37,Comedy
IG0000260,2025-10-09 09:25:22.954916,Carousel,42089,5239,411,7188,261360,314139,73,17,651,Hashtags,17.48,Travel
IG0000261,2025-07-22 09:25:22.954916,Carousel,30992,5774,4715,10413,331991,603026,596,4,411,Profile,8.61,Travel
IG0000262,2025-08-18 09:25:22.954916,Photo,169194,3765,2517,156,234086,262760,1398,18,791,Explore,66.84,Travel
IG0000263,2025-01-31 09:25:22.954916,Reel,36305,903,951,5653,1293156,1560305,397,16,650,External,2.81,Lifestyle
IG0000264,2024-11-24 09:25:22.954916,Video,186277,5986,759,13357,81244,368558,1801,25,469,Home Feed,56.0,Food
IG0000265,2025-07-22 09:25:22.954916,Video,16779,5158,3720,122,50150,305170,1062,23,720,External,8.45,Comedy
IG0000266,2025-06-14 09:25:22.954916,Photo,110061,8875,1198,2598,1440948,1714477,979,10,683,Reels Feed,7.16,Fitness
IG0000267,2025-03-27 09:25:22.954916,Video,75012,9572,4635,13833,469884,592586,354,22,569,Hashtags,17.39,Fashion
IG0000268,2025-05-08 09:25:22.954916,Photo,108114,8125,2933,13494,454278,555351,319,14,904,External,23.89,Fitness
IG0000269,2025-05-26 09:25:22.954916,Carousel,89416,1998,1283,11729,1771300,2267945,980,29,304,Hashtags,4.6,Fashion
IG0000270,2025-09-14 09:25:22.954916,Photo,25486,6435,1931,3004,1708799,1860103,2068,29,875,Reels Feed,1.98,Music
IG0000271,2025-01-20 09:25:22.954916,Video,20967,5401,76,13663,615603,989514,1739,5,731,Hashtags,4.05,Fitness
IG0000272,2025-07-22 09:25:22.954916,Video,153695,5629,4631,11681,343892,443900,254,12,293,External,39.57,Beauty
IG0000273,2025-05-03 09:25:22.954916,Video,78397,4375,1721,5577,1048029,1288390,1727,19,640,Profile,6.99,Beauty
IG0000274,2025-02-03 09:25:22.954916,Photo,182453,6402,2221,11060,502849,690208,803,24,496,External,29.29,Technology
IG0000275,2025-07-19 09:25:22.954916,Photo,196452,3299,3782,11202,1069569,1329902,680,6,381,Hashtags,16.15,Food
IG0000276,2025-11-08 09:25:22.954916,Video,105181,6080,2054,7679,1739899,1797690,204,17,384,External,6.73,Fashion
IG0000277,2025-08-28 09:25:22.954916,Carousel,23970,5316,4996,9169,1182119,1451576,367,23,274,Profile,2.99,Fashion
IG0000278,2025-05-08 09:25:22.954916,Photo,150720,4787,2894,4151,1351503,1669640,370,16,604,Hashtags,9.74,Food
IG0000279,2025-07-26 09:25:22.954916,Carousel,24766,8376,1985,7361,1036861,1233716,1827,19,994,Explore,3.44,Lifestyle
IG0000280,2025-07-28 09:25:22.954916,Video,126329,4827,3397,14031,1303565,1578322,1177,15,663,Profile,9.41,Technology
IG0000281,2024-11-20 09:25:22.954916,Reel,198491,9045,3079,2494,867699,1035039,697,2,59,Home Feed,20.59,Lifestyle
IG0000282,2025-08-31 09:25:22.954916,Carousel,139119,573,4443,847,1435370,1646027,1669,30,28,Home Feed,8.81,Lifestyle
IG0000283,2025-01-17 09:25:22.954916,Carousel,195680,2628,3024,5782,1017733,1076512,1690,21,228,Reels Feed,19.24,Lifestyle
IG0000284,2024-11-28 09:25:22.954916,Video,64591,3923,1776,4735,721222,900153,947,26,125,Explore,8.33,Food
IG0000285,2025-01-13 09:25:22.954916,Reel,108274,5887,2931,8171,856409,1020367,183,13,633,Explore,12.28,Lifestyle
IG0000286,2025-05-12 09:25:22.954916,Photo,127026,4585,1231,9612,1690053,2161170,714,5,881,Profile,6.59,Beauty
IG0000287,2025-04-12 09:25:22.954916,Video,24285,8218,1396,8635,1908631,2130735,1787,4,640,Hashtags,2.0,Travel
IG0000288,2025-08-26 09:25:22.954916,Video,104828,8777,3526,3112,870145,1298656,1841,6,770,Profile,9.26,Music
IG0000289,2025-08-24 09:25:22.954916,Photo,24717,3638,4588,7877,875833,993416,1151,15,342,Explore,4.11,Fashion
IG0000290,2025-06-11 09:25:22.954916,Photo,84605,7887,4352,4202,1920921,2328028,1194,26,634,External,4.34,Fashion
IG0000291,2025-01-26 09:25:22.954916,Carousel,192090,3381,293,6536,501296,809870,1592,5,643,Reels Feed,24.98,Music
IG0000292,2025-01-05 09:25:22.954916,Carousel,101642,9700,1040,11432,584880,640194,1239,29,33,Profile,19.34,Food
IG0000293,2025-07-26 09:25:22.954916,Video,79239,525,2214,11434,1710067,2034288,1528,28,61,Hashtags,4.59,Fitness
IG0000294,2025-01-23 09:25:22.954916,Carousel,109617,9154,4311,7976,1012217,1308992,2032,12,434,Profile,10.01,Food
IG0000295,2025-06-05 09:25:22.954916,Photo,17094,3524,2401,2691,1623215,1781193,1248,10,731,Explore,1.44,Fashion
IG0000296,2024-12-31 09:25:22.954916,Carousel,8639,2690,4654,10518,1316967,1666286,1715,27,964,Explore,1.59,Fashion
IG0000297,2025-07-12 09:25:22.954916,Reel,177363,5050,586,11030,1890659,2264423,1301,28,938,Explore,8.57,Music
IG0000298,2025-07-16 09:25:22.954916,Reel,198802,2870,2841,2304,995964,1368173,1433,12,64,Reels Feed,15.12,Lifestyle
IG0000299,2025-04-01 09:25:22.954916,Video,168780,2569,2504,14244,1454264,1462915,914,26,522,Reels Feed,12.86,Food
IG0000300,2025-07-15 09:25:22.954916,Carousel,102850,6535,4356,11223,1455102,1571155,2019,28,612,Reels Feed,7.95,Comedy
IG0000301,2025-03-01 09:25:22.954916,Reel,1609,6271,2856,5506,764571,807860,1451,9,843,External,2.01,Music
IG0000302,2025-03-10 09:25:22.954916,Carousel,146158,8882,2662,8772,161414,413399,2004,2,475,Hashtags,40.27,Beauty
IG0000303,2025-10-24 09:25:22.954916,Carousel,46250,7928,464,14290,1391391,1846479,586,19,464,External,3.73,Fashion
IG0000304,2024-12-09 09:25:22.954916,Photo,178428,3222,1439,7266,1878490,2368266,1758,28,695,Hashtags,8.04,Music
IG0000305,2025-05-22 09:25:22.954916,Video,37347,1707,4638,13210,1112571,1387237,2147,28,213,Reels Feed,4.1,Food
IG0000306,2025-03-27 09:25:22.954916,Photo,175623,4206,742,11549,898859,1365564,1407,11,776,Home Feed,14.07,Fashion
IG0000307,2025-10-28 09:25:22.954916,Carousel,146162,4312,4622,7181,434271,468513,465,26,3,External,34.64,Fitness
IG0000308,2025-05-12 09:25:22.954916,Reel,142546,5720,701,6018,1179524,1567014,1747,8,129,Reels Feed,9.89,Music
IG0000309,2024-11-30 09:25:22.954916,Video,25399,8162,183,7522,384666,542482,1860,29,422,Hashtags,7.61,Technology
IG0000310,2025-07-24 09:25:22.954916,Carousel,171389,6117,1189,11239,297060,544308,1565,7,130,External,34.89,Fashion
IG0000311,2025-02-07 09:25:22.954916,Photo,71359,5604,4819,14630,456485,459705,389,18,765,Explore,20.97,Food
IG0000312,2025-10-22 09:25:22.954916,Reel,27655,4899,2784,11988,1864730,2249642,820,14,80,Home Feed,2.1,Travel
IG0000313,2025-04-16 09:25:22.954916,Video,198982,6733,2226,3300,1393210,1803295,1687,7,779,Explore,11.71,Comedy
IG0000314,2024-11-19 09:25:22.954916,Photo,101256,2175,3887,8229,1895678,1955852,884,23,237,Profile,5.91,Photography
IG0000315,2025-05-09 09:25:22.954916,Photo,103168,8839,1663,4388,1872435,2021556,404,26,175,Home Feed,5.84,Lifestyle
IG0000316,2025-01-01 09:25:22.954916,Carousel,7532,6575,3473,11012,1780536,2118533,1487,25,520,Explore,1.35,Photography
IG0000317,2025-02-14 09:25:22.954916,Video,29146,9671,1917,7298,806058,1193943,1368,15,168,Profile,4.02,Food
IG0000318,2024-11-23 09:25:22.954916,Video,68978,8511,1014,14189,46469,413583,1055,19,657,Hashtags,22.41,Beauty
IG0000319,2025-09-22 09:25:22.954916,Reel,176117,9859,4272,2576,130035,431292,990,11,493,Hashtags,44.71,Beauty
IG0000320,2025-10-19 09:25:22.954916,Photo,11922,5551,1469,7692,550818,1019850,923,19,69,Hashtags,2.61,Travel
IG0000321,2025-11-05 09:25:22.954916,Carousel,125527,2243,3127,4296,1900731,2238773,409,10,922,Reels Feed,6.04,Lifestyle
IG0000322,2025-10-02 09:25:22.954916,Carousel,84762,1114,4359,6419,459820,702443,1219,9,869,Profile,13.76,Technology
IG0000323,2025-08-13 09:25:22.954916,Photo,9580,9612,3493,6866,1489202,1798058,77,28,672,Hashtags,1.64,Travel
IG0000324,2025-02-12 09:25:22.954916,Reel,17236,5829,388,1779,573761,896669,302,9,207,Home Feed,2.81,Photography
IG0000325,2025-05-05 09:25:22.954916,Reel,53613,9391,2069,14213,1576307,1908102,1460,10,398,Explore,4.16,Travel
IG0000326,2025-09-03 09:25:22.954916,Video,31934,1451,2991,6249,796298,1269456,2181,9,619,Reels Feed,3.36,Photography
IG0000327,2025-07-20 09:25:22.954916,Photo,71110,9241,3911,10315,1314032,1478477,1990,15,0,Hashtags,6.4,Fashion
IG0000328,2025-05-08 09:25:22.954916,Carousel,45970,3629,3217,4483,1993468,2405366,579,21,329,Profile,2.38,Beauty
IG0000329,2025-11-04 09:25:22.954916,Reel,197326,7859,2779,1578,1047096,1223881,2071,2,487,Home Feed,17.12,Fashion
IG0000330,2025-01-25 09:25:22.954916,Video,63396,2088,866,13191,458953,861439,451,3,694,Home Feed,9.23,Comedy
IG0000331,2025-07-19 09:25:22.954916,Reel,65654,6169,3262,2266,129090,551222,980,30,884,Hashtags,14.03,Lifestyle
IG0000332,2025-09-08 09:25:22.954916,Video,68336,6835,1312,5908,1889165,2013175,1270,23,687,Reels Feed,4.09,Technology
IG0000333,2024-12-09 09:25:22.954916,Video,30630,4290,4552,9345,1117197,1575753,2090,24,394,External,3.1,Photography
IG0000334,2025-10-21 09:25:22.954916,Reel,27103,2680,7,11856,976457,1214697,1530,22,276,Home Feed,3.43,Technology
IG0000335,2025-02-21 09:25:22.954916,Video,182806,2521,2023,1196,17833,215721,191,23,724,Home Feed,87.4,Photography
IG0000336,2024-12-22 09:25:22.954916,Video,41977,1458,1391,14280,265281,574110,2166,1,158,Profile,10.3,Food
IG0000337,2025-05-10 09:25:22.954916,Carousel,168286,9481,4750,9448,1809085,2086211,2,14,199,External,9.2,Travel
IG0000338,2025-09-29 09:25:22.954916,Photo,120634,3331,2199,4768,436180,830084,669,5,202,Home Feed,15.77,Comedy
IG0000339,2024-12-26 09:25:22.954916,Video,24514,9373,1555,14422,3507,490403,2136,18,235,Home Feed,10.17,Beauty
IG0000340,2025-10-05 09:25:22.954916,Reel,155185,8396,3234,2741,991992,1141635,2072,2,269,Explore,14.85,Photography
IG0000341,2025-07-08 09:25:22.954916,Photo,63095,2046,298,2101,1466110,1729461,1415,14,698,Explore,3.91,Technology
IG0000342,2025-08-29 09:25:22.954916,Reel,26344,4145,1451,1381,1917559,2042673,1343,16,545,Home Feed,1.63,Comedy
IG0000343,2025-06-27 09:25:22.954916,Video,160740,1419,586,7069,1812547,2167161,1338,9,179,Hashtags,7.84,Fitness
IG0000344,2025-04-27 09:25:22.954916,Reel,163912,3111,918,6557,508322,742511,193,9,540,Hashtags,23.5,Fitness
IG0000345,2025-10-13 09:25:22.954916,Video,110047,9992,405,7173,356376,576734,409,29,266,Reels Feed,22.13,Fashion
IG0000346,2025-09-29 09:25:22.954916,Carousel,123916,2104,1376,5479,1334038,1791456,1683,18,497,Home Feed,7.42,Beauty
IG0000347,2025-01-02 09:25:22.954916,Video,39902,8206,4814,1310,1680672,1795664,1811,25,551,Reels Feed,3.02,Food
IG0000348,2025-08-12 09:25:22.954916,Photo,46591,7395,630,11075,1947925,2130819,2126,13,802,Reels Feed,3.08,Technology
IG0000349,2025-07-10 09:25:22.954916,Carousel,3332,5321,3182,13960,1634070,1755861,343,13,508,Home Feed,1.47,Travel
IG0000350,2025-03-13 09:25:22.954916,Reel,7180,70,177,861,1140406,1375152,1059,11,298,Home Feed,0.6,Travel
IG0000351,2024-12-16 09:25:22.954916,Photo,28781,7766,1869,9217,334687,603178,291,16,968,Profile,7.9,Technology
IG0000352,2025-09-13 09:25:22.954916,Reel,79511,6656,4865,14474,1261935,1574463,756,9,173,Profile,6.7,Lifestyle
IG0000353,2025-07-10 09:25:22.954916,Photo,10706,2212,1523,6852,1511476,1597807,496,8,726,Profile,1.33,Food
IG0000354,2025-07-12 09:25:22.954916,Reel,160236,342,2635,319,251615,639157,999,22,386,Hashtags,25.59,Comedy
IG0000355,2025-04-07 09:25:22.954916,Video,136679,8906,2584,10497,1504365,1981802,297,10,590,Profile,8.01,Photography
IG0000356,2024-11-20 09:25:22.954916,Photo,41270,6884,2650,8806,1215387,1223478,1881,17,369,External,4.87,Lifestyle
IG0000357,2025-10-29 09:25:22.954916,Video,6934,2295,1861,5771,1352538,1549191,92,13,422,Home Feed,1.09,Photography
IG0000358,2024-12-30 09:25:22.954916,Carousel,60006,1850,2962,4108,1548657,1846690,507,0,498,Hashtags,3.73,Photography
IG0000359,2025-07-02 09:25:22.954916,Carousel,30106,7577,1446,8424,527751,917057,233,12,180,Hashtags,5.19,Lifestyle
IG0000360,2025-06-21 09:25:22.954916,Carousel,138617,9670,883,12016,1924296,1989815,1526,24,832,Explore,8.1,Fashion
IG0000361,2025-06-29 09:25:22.954916,Video,196587,5619,938,953,399238,723140,618,15,877,Hashtags,28.22,Fitness
IG0000362,2025-05-21 09:25:22.954916,Video,187182,9372,3533,13245,1760326,1969126,1549,13,425,Home Feed,10.83,Photography
IG0000363,2025-10-19 09:25:22.954916,Video,18536,3191,362,6502,1619507,2087538,1558,13,358,Profile,1.37,Lifestyle
IG0000364,2025-03-25 09:25:22.954916,Photo,117436,8831,2761,8787,1728147,2091502,1050,10,841,External,6.59,Lifestyle
IG0000365,2025-10-12 09:25:22.954916,Video,94654,787,2925,3860,1579587,1975427,1949,30,733,Hashtags,5.17,Music
IG0000366,2025-07-26 09:25:22.954916,Reel,88490,4741,3202,12013,1313678,1614439,1300,18,790,External,6.72,Fashion
IG0000367,2025-09-20 09:25:22.954916,Carousel,104684,6139,1863,6193,1186895,1274447,2065,27,748,Hashtags,9.33,Beauty
IG0000368,2025-09-30 09:25:22.954916,Video,59765,2061,2702,8934,967392,1233746,317,12,611,Profile,5.95,Music
IG0000369,2025-03-03 09:25:22.954916,Carousel,115927,5140,757,8867,1435455,1478388,1979,21,977,External,8.84,Music
IG0000370,2025-11-14 09:25:22.954916,Carousel,60073,2709,355,8942,1832533,2279656,1969,22,608,External,3.16,Technology
IG0000371,2024-12-20 09:25:22.954916,Photo,121589,3994,243,270,174596,470224,2043,7,79,Hashtags,26.82,Fitness
IG0000372,2024-11-19 09:25:22.954916,Carousel,100483,5771,1493,3728,51930,368071,1811,20,867,Reels Feed,30.29,Lifestyle
IG0000373,2025-02-05 09:25:22.954916,Carousel,34311,42,1935,3233,798178,1003162,81,10,30,Reels Feed,3.94,Fitness
IG0000374,2025-03-18 09:25:22.954916,Video,128433,59,1883,13958,463214,799018,436,22,840,Reels Feed,18.06,Food
IG0000375,2025-08-15 09:25:22.954916,Photo,170382,7393,532,16,201259,590387,2157,17,961,Profile,30.2,Technology
IG0000376,2025-03-11 09:25:22.954916,Reel,170631,3543,4791,7133,75903,427998,2113,1,447,Reels Feed,43.48,Beauty
IG0000377,2024-12-12 09:25:22.954916,Photo,69744,2135,4512,13514,884313,1001894,929,21,300,Explore,8.97,Fitness
IG0000378,2024-12-16 09:25:22.954916,Video,29720,3001,860,2327,307432,524122,2120,7,817,External,6.85,Travel
IG0000379,2025-02-03 09:25:22.954916,Photo,185097,4946,3443,6068,586852,695753,1559,10,827,Explore,28.68,Photography
IG0000380,2025-04-01 09:25:22.954916,Carousel,116401,7781,2390,7222,856336,1161700,1816,13,726,Reels Feed,11.52,Food
IG0000381,2025-01-06 09:25:22.954916,Video,2311,8570,1627,10230,1008971,1486451,1138,10,772,Profile,1.53,Fashion
IG0000382,2025-08-13 09:25:22.954916,Photo,68817,2937,4310,4791,1473326,1756717,1633,8,510,Profile,4.6,Beauty
IG0000383,2025-08-23 09:25:22.954916,Carousel,14480,3961,4444,1759,1783899,2255239,331,22,820,Hashtags,1.09,Food
IG0000384,2025-09-13 09:25:22.954916,Reel,37450,9721,4824,14542,890594,1219127,1749,14,859,Hashtags,5.46,Photography
IG0000385,2025-07-11 09:25:22.954916,Photo,64107,1868,606,7619,565934,700960,530,4,974,External,10.59,Technology
IG0000386,2025-04-23 09:25:22.954916,Reel,106474,9794,2886,10229,995689,1145867,902,1,408,Hashtags,11.29,Photography
IG0000387,2025-07-23 09:25:22.954916,Video,182335,4661,4796,11071,1448527,1494155,1886,15,362,Explore,13.58,Music
IG0000388,2025-09-02 09:25:22.954916,Reel,63047,1211,1842,7482,1472426,1910408,165,5,821,Home Feed,3.85,Photography
IG0000389,2025-10-13 09:25:22.954916,Reel,180234,650,390,14580,456462,864782,1208,4,328,Home Feed,22.65,Music
IG0000390,2025-10-31 09:25:22.954916,Video,104154,1241,4332,4584,1326936,1576925,1979,20,560,Hashtags,7.25,Technology
IG0000391,2025-10-04 09:25:22.954916,Reel,101706,5362,2825,6536,1146665,1606714,1736,19,493,Profile,7.25,Comedy
IG0000392,2025-10-12 09:25:22.954916,Carousel,42232,9502,1202,3637,1375827,1828612,863,27,464,Hashtags,3.09,Music
IG0000393,2025-06-25 09:25:22.954916,Carousel,134879,1763,3219,770,500017,936810,960,15,231,External,15.01,Fashion
IG0000394,2025-04-14 09:25:22.954916,Reel,83724,9958,4666,1163,137009,299807,331,6,238,Hashtags,33.19,Photography
